transaction_id,customer_id,amount,payment_method,failure_reason,previous_failures,retry_count,customer_age_days,hour,device_change,location_change,true_recovery_probability,recovered,transaction_date
TX000029,CUST01001,601.46,Debit Card,issuer_declined,0,1,1253,20,0,0,0.42,0,2026-08-05 17:08:00
TX000030,CUST00551,819.18,Debit Card,bank_timeout,0,0,558,9,0,0,0.8,1,2026-08-29 20:45:00
TX000031,CUST01082,600.82,Wallet,insufficient_funds,3,0,190,20,0,0,0.4,1,2026-08-06 22:53:00
TX000032,CUST02610,6990.3,Debit Card,bank_timeout,0,1,1149,0,1,0,0.62,0,2026-08-07 18:48:00
TX000033,CUST02235,1081.93,UPI,authentication_failed,1,0,881,4,1,0,0.29,0,2026-08-02 19:34:00
TX000034,CUST01466,380.81,Credit Card,expired_card,1,1,1147,13,0,0,0.46,0,2026-08-11 18:34:00
TX000035,CUST00666,2496.25,Credit Card,authentication_failed,0,1,844,21,0,0,0.37,1,2026-08-05 22:04:00
TX000036,CUST01567,323.49,UPI,authentication_failed,0,1,717,9,0,0,0.37,1,2026-08-09 18:56:00
TX000037,CUST01633,1351.36,Debit Card,issuer_declined,0,1,720,20,0,0,0.42,0,2026-08-16 01:42:00
TX000038,CUST00114,154.52,UPI,authentication_failed,0,1,79,3,0,0,0.32,0,2026-08-20 20:39:00
TX000039,CUST02484,290.56,Wallet,bank_timeout,3,1,522,1,0,1,0.46,0,2026-08-25 12:07:00
TX000040,CUST02814,1335.23,Credit Card,issuer_declined,0,1,1277,10,0,0,0.42,0,2026-08-24 01:54:00
TX000041,CUST01267,2294.95,Net Banking,issuer_declined,1,2,261,6,0,0,0.23,0,2026-08-08 22:05:00
TX000042,CUST02522,1301.62,Wallet,issuer_declined,1,0,623,9,0,0,0.44,0,2026-08-15 15:58:00
TX000043,CUST01905,976.87,Net Banking,insufficient_funds,0,1,348,21,1,0,0.4,0,2026-08-16 06:06:00
TX000044,CUST00383,811.51,Credit Card,expired_card,0,0,302,0,1,0,0.45,0,2026-08-04 07:32:00
TX000045,CUST01866,250.0,Net Banking,authentication_failed,1,2,1427,12,0,0,0.23,0,2026-08-01 06:03:00
TX000046,CUST00437,533.87,Net Banking,bank_timeout,2,3,103,17,0,0,0.39,0,2026-08-22 03:30:00
TX000047,CUST02735,691.84,Wallet,suspicious_transaction,1,1,1255,23,0,0,0.06,0,2026-08-21 07:03:00
TX000048,CUST00652,3156.19,Net Banking,insufficient_funds,2,2,1068,15,0,0,0.35,1,2026-08-14 00:05:00
TX000049,CUST00961,1546.3,Debit Card,issuer_declined,3,0,284,4,0,0,0.27,0,2026-08-03 22:09:00
TX000050,CUST01700,188.1,Net Banking,issuer_declined,1,0,424,13,0,0,0.44,0,2026-08-01 21:20:00
TX000051,CUST02359,1516.38,Net Banking,insufficient_funds,4,2,799,13,0,0,0.23,0,2026-08-11 00:53:00
TX000052,CUST02000,746.14,Credit Card,issuer_declined,1,1,689,21,0,0,0.36,1,2026-08-22 06:30:00
TX000053,CUST00523,557.29,Wallet,insufficient_funds,3,0,172,20,0,0,0.4,1,2026-08-12 20:09:00
TX000054,CUST01553,2021.66,Debit Card,bank_timeout,0,1,570,13,0,1,0.64,1,2026-08-25 13:11:00
TX000055,CUST00214,3074.81,Debit Card,issuer_declined,0,0,64,7,0,1,0.37,1,2026-08-06 17:52:00
TX000056,CUST01940,2782.99,UPI,insufficient_funds,0,1,756,5,0,0,0.55,0,2026-08-08 10:52:00
TX000057,CUST01275,473.8,UPI,insufficient_funds,4,3,813,22,0,0,0.15,0,2026-08-12 01:15:00
TX000058,CUST00418,804.96,Debit Card,authentication_failed,1,0,1160,1,0,0,0.39,1,2026-08-24 00:38:00
TX000059,CUST02653,1527.31,Debit Card,bank_timeout,0,1,217,13,0,0,0.67,0,2026-08-07 23:06:00
TX000060,CUST01784,2908.94,Credit Card,network_error,4,2,1262,17,0,0,0.35,0,2026-08-27 23:08:00
TX000061,CUST01100,679.14,Debit Card,authentication_failed,2,0,572,14,0,0,0.33,0,2026-08-18 05:57:00
TX000062,CUST01378,910.82,UPI,insufficient_funds,0,1,435,11,0,0,0.55,0,2026-08-13 13:45:00
TX000063,CUST02277,362.73,UPI,insufficient_funds,0,0,1475,13,0,0,0.63,0,2026-08-30 09:29:00
TX000064,CUST02916,331.55,Net Banking,insufficient_funds,0,1,454,12,0,0,0.55,0,2026-08-22 12:55:00
TX000065,CUST02268,2471.36,Wallet,issuer_declined,5,2,721,22,0,0,0.04,0,2026-08-09 18:21:00
TX000066,CUST01293,4256.66,UPI,network_error,4,1,393,6,0,0,0.43,0,2026-08-24 21:02:00
TX000067,CUST02445,1020.44,Debit Card,suspicious_transaction,2,2,466,11,0,1,0.02,0,2026-08-13 11:37:00
TX000068,CUST00187,2991.51,UPI,insufficient_funds,1,0,1307,15,1,1,0.39,1,2026-08-22 18:53:00
TX000069,CUST01805,1574.41,Debit Card,bank_timeout,0,1,234,2,0,1,0.59,0,2026-08-03 10:33:00
TX000070,CUST00622,575.29,Credit Card,network_error,4,0,509,3,0,0,0.51,0,2026-08-29 03:28:00
TX000071,CUST00925,1574.03,Wallet,issuer_declined,3,2,1206,13,0,0,0.16,0,2026-08-05 12:23:00
TX000072,CUST00852,5105.31,Credit Card,issuer_declined,0,0,356,17,1,1,0.27,0,2026-08-28 00:36:00
TX000073,CUST01925,1058.04,Debit Card,bank_timeout,0,1,1440,14,1,0,0.62,1,2026-08-29 10:43:00
TX000074,CUST02416,5242.97,Credit Card,insufficient_funds,1,2,306,8,0,1,0.28,1,2026-08-14 23:59:00
TX000075,CUST02438,100.0,Wallet,suspicious_transaction,0,1,1411,9,0,0,0.12,0,2026-08-23 11:21:00
TX000076,CUST01794,2494.65,UPI,insufficient_funds,3,2,1237,8,1,0,0.19,0,2026-08-27 04:16:00
TX000077,CUST02405,1196.37,UPI,suspicious_transaction,1,1,1181,1,0,0,0.06,0,2026-08-21 03:01:00
TX000078,CUST01140,813.21,Credit Card,suspicious_transaction,0,1,187,15,0,0,0.07,0,2026-08-08 07:39:00
TX000079,CUST01351,1202.02,Net Banking,expired_card,0,1,1127,1,0,0,0.52,1,2026-08-19 09:28:00
TX000080,CUST02108,150.27,UPI,expired_card,1,1,112,6,0,0,0.41,0,2026-08-21 02:49:00
TX000081,CUST00212,880.36,Credit Card,issuer_declined,0,1,898,22,0,1,0.34,0,2026-08-11 21:22:00
TX000082,CUST02908,1567.3,Credit Card,issuer_declined,0,1,191,7,0,0,0.37,0,2026-08-06 08:18:00
TX000083,CUST02654,4807.32,Credit Card,insufficient_funds,2,2,851,15,0,0,0.35,0,2026-08-18 10:58:00
TX000084,CUST00781,653.1,Wallet,insufficient_funds,3,0,566,13,0,0,0.45,1,2026-08-01 02:48:00
TX000085,CUST01159,488.58,Debit Card,authentication_failed,1,2,1003,4,0,0,0.23,0,2026-08-25 17:34:00
TX000086,CUST01546,663.97,Net Banking,suspicious_transaction,3,1,1172,12,0,0,0.02,0,2026-08-22 12:36:00
TX000087,CUST02889,2739.15,Net Banking,issuer_declined,1,2,312,15,0,0,0.23,0,2026-08-16 02:37:00
TX000088,CUST00412,1523.48,Net Banking,bank_timeout,3,0,1480,4,0,0,0.62,1,2026-08-22 08:48:00
TX000089,CUST01086,645.64,Debit Card,expired_card,0,0,673,21,0,0,0.6,1,2026-08-23 04:58:00
TX000090,CUST02217,1832.19,UPI,expired_card,0,1,466,23,1,0,0.42,0,2026-08-05 13:46:00
TX000091,CUST01818,1208.43,Credit Card,expired_card,3,0,665,1,0,0,0.42,1,2026-08-25 04:10:00
TX000092,CUST01688,2888.94,Wallet,expired_card,0,0,162,19,0,0,0.55,1,2026-08-27 12:57:00
TX000093,CUST00587,543.45,Credit Card,insufficient_funds,0,1,1366,0,0,0,0.55,1,2026-08-25 21:01:00
TX000094,CUST00648,790.24,UPI,insufficient_funds,0,1,1309,13,0,0,0.55,1,2026-08-18 12:11:00
TX000095,CUST01980,740.92,UPI,issuer_declined,1,2,606,22,0,0,0.28,0,2026-08-13 11:48:00
TX000096,CUST00034,253.78,Wallet,authentication_failed,2,0,1242,23,0,0,0.33,1,2026-08-11 11:21:00
TX000097,CUST02487,1474.57,Debit Card,bank_timeout,0,1,1389,23,0,0,0.72,1,2026-08-05 10:07:00
TX000098,CUST02571,1423.76,UPI,issuer_declined,0,1,1500,4,1,0,0.32,0,2026-08-08 23:50:00
TX000099,CUST00823,1102.26,Credit Card,network_error,3,2,1088,16,0,0,0.41,1,2026-08-22 22:18:00
TX000100,CUST01209,867.32,Debit Card,network_error,1,0,289,7,0,0,0.64,0,2026-08-26 08:44:00
TX000101,CUST01499,266.3,UPI,network_error,0,0,932,11,0,0,0.75,1,2026-08-30 01:27:00
TX000102,CUST01522,720.07,UPI,expired_card,1,2,1150,10,0,0,0.38,1,2026-08-22 03:06:00
TX000103,CUST02872,778.43,Debit Card,expired_card,0,0,77,9,0,0,0.55,1,2026-08-25 11:08:00
TX000104,CUST00556,491.63,Net Banking,insufficient_funds,1,2,1427,17,0,0,0.41,1,2026-08-19 21:09:00
TX000105,CUST02683,933.29,UPI,authentication_failed,1,1,68,22,0,0,0.26,0,2026-08-17 12:08:00
TX000106,CUST00407,1642.63,Debit Card,insufficient_funds,5,2,125,12,0,0,0.12,0,2026-08-21 16:40:00
TX000107,CUST00376,7231.39,Credit Card,expired_card,1,0,104,10,0,0,0.49,0,2026-08-04 02:56:00
TX000108,CUST02271,1305.81,Credit Card,insufficient_funds,2,1,673,4,0,0,0.43,1,2026-08-07 14:02:00
TX000109,CUST00533,1418.78,Wallet,issuer_declined,0,0,270,0,0,0,0.45,0,2026-08-01 17:14:00
TX000110,CUST00714,1017.96,Debit Card,bank_timeout,2,0,131,15,0,0,0.63,1,2026-08-21 13:42:00
TX000111,CUST02064,160.97,Credit Card,suspicious_transaction,0,1,939,20,0,1,0.04,0,2026-08-19 06:40:00
TX000112,CUST01747,1067.94,UPI,insufficient_funds,3,0,166,10,0,1,0.32,1,2026-08-29 19:29:00
TX000113,CUST02398,1164.71,Wallet,network_error,0,1,930,16,0,1,0.59,0,2026-08-30 19:07:00
TX000114,CUST02667,12877.57,Wallet,network_error,0,1,468,13,0,0,0.67,1,2026-08-05 07:51:00
TX000115,CUST01281,904.73,Net Banking,issuer_declined,0,0,1407,15,1,0,0.4,1,2026-08-05 09:28:00
TX000116,CUST01527,1482.59,Credit Card,insufficient_funds,1,2,1151,10,0,0,0.41,0,2026-08-20 05:57:00
TX000117,CUST02954,1059.22,UPI,suspicious_transaction,1,1,213,18,0,0,0.02,0,2026-08-05 22:12:00
TX000118,CUST01435,340.81,Wallet,issuer_declined,2,1,879,17,0,0,0.3,0,2026-08-30 05:59:00
TX000119,CUST02281,3438.61,UPI,expired_card,1,2,548,0,0,0,0.38,1,2026-08-16 11:10:00
TX000120,CUST01438,2326.06,UPI,bank_timeout,0,1,143,4,0,0,0.67,1,2026-08-25 03:25:00
TX000121,CUST00882,2418.81,Net Banking,insufficient_funds,0,1,639,23,0,0,0.55,0,2026-08-03 09:27:00
TX000122,CUST00638,441.69,Credit Card,network_error,0,0,558,14,0,0,0.75,1,2026-08-13 10:22:00
TX000123,CUST00883,4459.51,Wallet,bank_timeout,0,1,1389,21,0,0,0.72,1,2026-08-11 00:51:00
TX000124,CUST01619,269.93,Wallet,bank_timeout,0,0,282,8,0,0,0.75,1,2026-08-20 14:23:00
TX000125,CUST00720,1972.11,Credit Card,issuer_declined,2,2,148,12,0,1,0.09,1,2026-08-04 13:02:00
TX000126,CUST01283,9803.12,Wallet,insufficient_funds,0,1,593,3,0,0,0.55,1,2026-08-29 03:09:00
TX000127,CUST01885,407.26,Debit Card,bank_timeout,3,1,893,18,0,1,0.46,0,2026-08-16 10:50:00
TX000128,CUST00908,622.47,Debit Card,network_error,0,0,1087,16,0,0,0.75,1,2026-08-30 08:59:00
TX000129,CUST00605,1211.54,Credit Card,bank_timeout,0,0,1234,4,0,0,0.8,1,2026-08-29 13:53:00
TX000130,CUST02024,662.83,Net Banking,network_error,2,3,1395,18,0,0,0.39,1,2026-08-29 13:05:00
TX000131,CUST01295,232.6,Credit Card,insufficient_funds,1,2,621,8,0,0,0.41,1,2026-08-22 00:20:00
TX000132,CUST01852,1174.46,UPI,bank_timeout,2,0,1321,2,0,0,0.68,1,2026-08-26 05:27:00
TX000133,CUST00169,379.06,Net Banking,authentication_failed,1,0,659,19,0,0,0.39,1,2026-08-05 17:03:00
TX000134,CUST01407,1760.92,UPI,insufficient_funds,0,0,1450,14,0,0,0.63,1,2026-08-17 13:28:00
TX000135,CUST01528,437.28,Debit Card,issuer_declined,2,0,1293,20,0,0,0.38,0,2026-08-18 14:13:00
TX000136,CUST01164,5166.42,Debit Card,network_error,1,2,308,10,1,0,0.38,0,2026-08-15 02:51:00
TX000137,CUST02688,501.07,Net Banking,bank_timeout,2,0,635,17,0,0,0.68,0,2026-08-24 22:57:00
TX000138,CUST00383,794.68,Net Banking,insufficient_funds,0,1,370,6,0,0,0.55,1,2026-08-07 06:15:00
TX000139,CUST00635,2473.82,UPI,issuer_declined,2,0,1356,10,0,0,0.38,0,2026-08-08 00:29:00
TX000140,CUST00665,320.26,Credit Card,authentication_failed,2,1,1477,14,1,0,0.15,0,2026-08-21 05:11:00
TX000141,CUST02501,1376.72,Debit Card,network_error,2,1,1094,7,0,0,0.55,1,2026-08-09 19:55:00
TX000142,CUST01507,4052.72,Wallet,suspicious_transaction,1,1,783,16,0,0,0.06,0,2026-08-28 12:27:00
TX000143,CUST00567,219.76,Debit Card,bank_timeout,1,1,1136,3,0,0,0.66,1,2026-08-04 19:36:00
TX000144,CUST00657,1319.01,Debit Card,insufficient_funds,1,1,188,7,0,0,0.44,0,2026-08-19 21:10:00
TX000145,CUST00219,1422.09,Net Banking,insufficient_funds,0,0,768,7,1,0,0.53,0,2026-08-30 13:55:00
TX000146,CUST01374,2396.64,Credit Card,bank_timeout,0,1,1426,4,0,0,0.72,1,2026-08-04 14:32:00
TX000147,CUST00078,318.32,Debit Card,bank_timeout,0,1,228,9,0,0,0.67,1,2026-08-30 01:54:00
TX000148,CUST02552,292.82,Net Banking,bank_timeout,2,3,1223,17,1,0,0.34,1,2026-08-07 12:49:00
TX000149,CUST01194,1848.15,Net Banking,bank_timeout,0,1,384,21,0,0,0.72,1,2026-08-24 22:35:00
TX000150,CUST02229,1475.84,Wallet,network_error,1,0,800,15,1,0,0.59,1,2026-08-01 17:44:00
TX000151,CUST01463,1408.8,UPI,issuer_declined,2,0,1192,23,0,0,0.38,1,2026-08-16 09:47:00
TX000152,CUST02633,1550.68,Credit Card,authentication_failed,1,2,981,20,0,0,0.23,0,2026-08-21 19:54:00
TX000153,CUST00152,555.56,Debit Card,bank_timeout,2,0,647,9,0,0,0.68,1,2026-08-12 12:41:00
TX000154,CUST00150,1383.34,Credit Card,issuer_declined,3,0,1343,10,0,0,0.32,0,2026-08-19 04:55:00
TX000155,CUST01802,1470.08,Net Banking,issuer_declined,0,1,753,16,0,1,0.34,0,2026-08-20 14:20:00
TX000156,CUST02468,536.81,Credit Card,insufficient_funds,0,0,672,21,0,0,0.63,0,2026-08-08 14:01:00
TX000157,CUST02826,7085.28,Net Banking,issuer_declined,0,1,1260,13,0,0,0.42,0,2026-08-04 09:57:00
TX000158,CUST02750,1761.34,Net Banking,issuer_declined,2,1,64,4,0,0,0.25,0,2026-08-06 17:52:00
TX000159,CUST00276,333.18,Credit Card,network_error,0,1,1162,1,0,0,0.67,0,2026-08-17 22:20:00
TX000160,CUST01819,2114.46,UPI,insufficient_funds,1,1,644,20,0,0,0.49,1,2026-08-09 11:12:00
TX000161,CUST02045,413.77,Wallet,issuer_declined,1,1,534,22,0,0,0.36,1,2026-08-23 08:31:00
TX000162,CUST00820,2409.28,UPI,bank_timeout,0,0,1461,14,0,0,0.8,0,2026-08-15 13:04:00
TX000163,CUST02736,3493.28,Debit Card,network_error,1,1,615,5,0,0,0.61,0,2026-08-17 10:50:00
TX000164,CUST02084,482.66,Credit Card,bank_timeout,0,0,485,15,1,0,0.7,1,2026-08-26 02:32:00
TX000165,CUST00532,2873.76,Wallet,authentication_failed,0,1,1469,23,0,0,0.37,0,2026-08-27 03:56:00
TX000166,CUST00303,1657.03,Credit Card,suspicious_transaction,1,1,955,21,0,0,0.06,0,2026-08-26 02:10:00
TX000167,CUST02621,2495.04,Wallet,bank_timeout,4,3,1030,1,0,0,0.32,1,2026-08-08 08:54:00
TX000168,CUST01322,7308.5,Credit Card,issuer_declined,4,2,162,8,0,0,0.05,0,2026-08-29 10:41:00
TX000169,CUST01241,858.01,Wallet,insufficient_funds,1,0,1213,18,0,0,0.57,0,2026-08-28 12:58:00
TX000170,CUST01383,516.08,Wallet,bank_timeout,3,0,94,20,0,0,0.57,1,2026-08-27 00:55:00
TX000171,CUST01707,450.56,Wallet,expired_card,1,2,1118,9,0,0,0.38,1,2026-08-19 11:33:00
TX000172,CUST01219,485.02,Net Banking,bank_timeout,0,1,852,15,0,0,0.72,1,2026-08-15 12:46:00
TX000173,CUST01415,1015.26,Net Banking,bank_timeout,0,0,654,7,0,0,0.8,1,2026-08-05 09:44:00
TX000174,CUST00208,1542.49,Debit Card,suspicious_transaction,3,3,509,5,0,0,0.02,0,2026-08-09 15:20:00
TX000175,CUST00653,1446.19,Net Banking,suspicious_transaction,1,1,1019,0,1,0,0.02,0,2026-08-11 22:56:00
TX000176,CUST00882,2507.86,Wallet,issuer_declined,0,1,1224,20,0,0,0.42,1,2026-08-05 21:24:00
TX000177,CUST01766,1110.98,Credit Card,authentication_failed,2,3,750,1,0,0,0.09,0,2026-08-26 04:16:00
TX000178,CUST01183,4691.62,UPI,issuer_declined,1,2,573,19,0,0,0.28,0,2026-08-18 22:14:00
TX000179,CUST01529,841.63,Debit Card,insufficient_funds,0,0,408,19,0,0,0.63,1,2026-08-07 05:40:00
TX000180,CUST02923,16650.06,Debit Card,network_error,1,0,1242,16,0,0,0.69,1,2026-08-18 21:12:00
TX000181,CUST02526,2050.15,Debit Card,insufficient_funds,1,2,1091,15,0,0,0.41,0,2026-08-17 18:20:00
TX000182,CUST01357,465.37,UPI,suspicious_transaction,1,2,1410,20,1,0,0.02,0,2026-08-27 07:50:00
TX000183,CUST02366,375.82,Credit Card,network_error,1,0,1074,20,0,0,0.69,1,2026-08-12 00:32:00
TX000184,CUST00130,1776.63,Wallet,suspicious_transaction,0,0,904,10,0,0,0.2,0,2026-08-23 20:07:00
TX000185,CUST02505,877.03,Net Banking,authentication_failed,2,0,1446,4,0,0,0.33,0,2026-08-22 18:30:00
TX000186,CUST02153,2239.48,Net Banking,issuer_declined,0,1,1119,11,0,0,0.42,0,2026-08-13 00:45:00
TX000187,CUST02499,1760.3,Net Banking,bank_timeout,0,1,461,9,0,0,0.72,1,2026-08-23 06:07:00
TX000188,CUST01299,1019.61,Net Banking,issuer_declined,4,2,590,3,0,0,0.1,0,2026-08-18 22:56:00
TX000189,CUST01414,470.22,Credit Card,issuer_declined,0,0,710,14,0,0,0.5,1,2026-08-25 12:16:00
TX000190,CUST01111,241.09,Wallet,expired_card,0,0,497,1,0,0,0.6,0,2026-08-03 09:20:00
TX000191,CUST00411,701.69,Net Banking,issuer_declined,1,2,282,0,0,0,0.23,1,2026-08-30 17:07:00
TX000192,CUST01949,2582.2,Net Banking,expired_card,2,2,658,9,0,0,0.32,1,2026-08-27 03:06:00
TX000193,CUST00952,1358.44,Wallet,network_error,3,0,359,13,0,0,0.52,0,2026-08-19 01:37:00
TX000194,CUST02030,315.53,Credit Card,suspicious_transaction,4,2,77,0,0,0,0.02,0,2026-08-16 05:57:00
TX000195,CUST01166,1303.99,Net Banking,suspicious_transaction,1,1,275,16,0,0,0.02,0,2026-08-08 09:29:00
TX000196,CUST02995,1612.14,Net Banking,expired_card,2,0,691,9,0,0,0.48,1,2026-08-30 01:39:00
TX000197,CUST01661,453.11,Net Banking,insufficient_funds,0,0,379,4,0,0,0.63,1,2026-08-18 10:57:00
TX000198,CUST00965,1278.86,Net Banking,network_error,4,2,1193,23,0,0,0.35,0,2026-08-11 18:06:00
TX000199,CUST00255,1162.36,UPI,insufficient_funds,0,1,1414,3,0,0,0.55,1,2026-08-11 01:13:00
TX000200,CUST00898,349.68,Credit Card,insufficient_funds,1,2,766,13,0,0,0.41,0,2026-08-10 22:33:00
TX000201,CUST01014,1568.36,Wallet,authentication_failed,0,1,1082,22,0,0,0.37,1,2026-08-25 22:10:00
TX000202,CUST02071,1921.35,Credit Card,insufficient_funds,0,1,1066,14,1,0,0.45,0,2026-08-05 03:19:00
TX000203,CUST02091,3239.1,Net Banking,network_error,1,2,851,14,0,0,0.53,0,2026-08-15 00:36:00
TX000204,CUST02963,3145.73,UPI,issuer_declined,2,1,1185,2,1,0,0.2,1,2026-08-03 17:48:00
TX000205,CUST00283,276.53,Net Banking,bank_timeout,0,0,1314,23,0,0,0.8,0,2026-08-18 09:46:00
TX000206,CUST01838,429.31,Net Banking,issuer_declined,1,2,1105,4,0,0,0.28,1,2026-08-25 10:49:00
TX000207,CUST01610,1835.43,Wallet,bank_timeout,5,0,47,9,0,0,0.45,1,2026-08-18 06:16:00
TX000208,CUST00941,1833.14,Credit Card,insufficient_funds,0,0,1485,3,1,0,0.53,0,2026-08-01 17:05:00
TX000209,CUST00986,1835.46,Credit Card,bank_timeout,1,1,1225,21,0,1,0.58,0,2026-08-19 07:22:00
TX000210,CUST01798,51675.11,Credit Card,insufficient_funds,2,0,287,16,0,0,0.36,0,2026-08-27 05:15:00
TX000211,CUST01307,1940.87,Wallet,insufficient_funds,1,1,486,9,0,0,0.49,0,2026-08-19 19:43:00
TX000212,CUST01231,3413.75,Debit Card,bank_timeout,4,1,1283,21,0,0,0.48,0,2026-08-30 06:40:00
TX000213,CUST02750,2846.94,Net Banking,network_error,0,1,837,4,0,0,0.67,1,2026-08-11 23:12:00
TX000214,CUST00924,2103.57,Debit Card,authentication_failed,0,1,119,17,0,0,0.32,0,2026-08-18 16:15:00
TX000215,CUST00995,800.1,Debit Card,bank_timeout,1,1,760,2,0,0,0.66,1,2026-08-18 03:58:00
TX000216,CUST02760,2342.49,Wallet,expired_card,3,1,1204,23,0,0,0.34,1,2026-08-16 03:41:00
TX000217,CUST01242,506.32,UPI,bank_timeout,0,0,981,7,0,0,0.8,1,2026-08-11 21:24:00
TX000218,CUST02262,865.39,Debit Card,network_error,0,1,632,8,0,0,0.67,1,2026-08-22 08:48:00
TX000219,CUST01312,674.95,Credit Card,issuer_declined,0,0,299,0,0,0,0.45,0,2026-08-20 00:06:00
TX000220,CUST01210,1190.2,Credit Card,bank_timeout,0,0,1023,17,0,0,0.8,1,2026-08-23 05:42:00
TX000221,CUST02964,11099.54,Net Banking,insufficient_funds,2,2,347,4,0,0,0.3,0,2026-08-25 16:09:00
TX000222,CUST02629,169.48,UPI,insufficient_funds,2,0,1369,1,0,0,0.51,0,2026-08-11 12:47:00
TX000223,CUST00279,2178.21,Credit Card,bank_timeout,1,1,124,19,0,0,0.61,0,2026-08-23 04:52:00
TX000224,CUST00065,218.61,UPI,insufficient_funds,0,0,1085,23,0,0,0.63,1,2026-08-20 14:18:00
TX000225,CUST00735,684.08,UPI,authentication_failed,1,0,394,19,0,0,0.39,1,2026-08-19 01:31:00
TX000226,CUST00324,3258.27,Debit Card,suspicious_transaction,1,0,1428,7,0,0,0.14,1,2026-08-30 13:51:00
TX000227,CUST00130,1169.44,UPI,insufficient_funds,0,1,115,20,1,0,0.4,0,2026-08-20 17:56:00
TX000228,CUST02642,373.25,Debit Card,insufficient_funds,3,0,1082,1,0,0,0.45,0,2026-08-26 19:04:00
TX000229,CUST01948,536.3,Debit Card,bank_timeout,0,1,1113,18,0,0,0.72,0,2026-08-01 17:06:00
TX000230,CUST00849,2163.75,Wallet,bank_timeout,2,3,158,9,0,0,0.39,0,2026-08-18 17:03:00
TX000231,CUST02774,528.28,Wallet,issuer_declined,2,1,1412,23,1,0,0.2,0,2026-08-05 10:41:00
TX000232,CUST01791,1361.66,Credit Card,authentication_failed,0,1,669,0,0,0,0.37,0,2026-08-11 09:11:00
TX000233,CUST01458,1147.76,Wallet,suspicious_transaction,0,1,176,19,0,0,0.07,0,2026-08-13 04:41:00
TX000234,CUST00632,571.58,Net Banking,network_error,1,2,798,10,0,1,0.45,0,2026-08-21 05:46:00
