transaction_id,amount,failure_reason,recovery_probability,action,policy,status,recovered_amount,reason
TX000050,188.1,issuer_declined,41.25,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000051,1516.38,insufficient_funds,31.39,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000052,746.14,issuer_declined,52.47,RETRY_LATER,APPROVED,SUCCESS,746.14,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000053,557.29,insufficient_funds,62.3,RETRY_LATER,APPROVED,SUCCESS,557.29,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000054,2021.66,bank_timeout,86.16,RETRY,APPROVED,SUCCESS,2021.66,High recovery probability and transaction is within the automatic retry amount limit.
TX000055,3074.81,issuer_declined,58.59,RETRY_LATER,APPROVED,SUCCESS,3074.81,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000056,2782.99,insufficient_funds,51.91,RETRY_LATER,APPROVED,SUCCESS,2782.99,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000057,473.8,insufficient_funds,19.62,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000058,804.96,authentication_failed,55.12,RETRY_LATER,APPROVED,SUCCESS,804.96,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000059,1527.31,bank_timeout,65.61,RETRY_LATER,APPROVED,SUCCESS,1527.31,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000060,2908.94,network_error,44.81,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000061,679.14,authentication_failed,29.43,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000062,910.82,insufficient_funds,53.73,RETRY_LATER,APPROVED,SUCCESS,910.82,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000063,362.73,insufficient_funds,58.31,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000064,331.55,insufficient_funds,54.82,RETRY_LATER,APPROVED,SUCCESS,331.55,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000065,2471.36,issuer_declined,9.14,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000066,4256.66,network_error,31.14,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000067,1020.44,suspicious_transaction,3.49,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000068,2991.51,insufficient_funds,67.94,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000069,1574.41,bank_timeout,58.34,RETRY_LATER,APPROVED,SUCCESS,1574.41,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000070,575.29,network_error,45.94,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000071,1574.03,issuer_declined,11.34,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000072,5105.31,issuer_declined,24.31,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000073,1058.04,bank_timeout,80.86,RETRY,APPROVED,SUCCESS,1058.04,High recovery probability and transaction is within the automatic retry amount limit.
TX000074,5242.97,insufficient_funds,39.58,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000075,100.0,suspicious_transaction,7.31,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000076,2494.65,insufficient_funds,27.85,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000077,1196.37,suspicious_transaction,4.28,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000078,813.21,suspicious_transaction,3.91,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000079,1202.02,expired_card,57.44,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000080,150.27,expired_card,36.89,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000081,880.36,issuer_declined,32.3,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000082,1567.3,issuer_declined,38.67,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000083,4807.32,insufficient_funds,34.93,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000084,653.1,insufficient_funds,58.48,RETRY_LATER,APPROVED,SUCCESS,653.1,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000085,488.58,authentication_failed,38.79,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000086,663.97,suspicious_transaction,2.0,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000087,2739.15,issuer_declined,24.47,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000088,1523.48,bank_timeout,72.13,RETRY,APPROVED,SUCCESS,1523.48,High recovery probability and transaction is within the automatic retry amount limit.
TX000089,645.64,expired_card,66.98,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000090,1832.19,expired_card,36.4,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000091,1208.43,expired_card,53.06,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000092,2888.94,expired_card,62.41,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000093,543.45,insufficient_funds,48.77,RETRY_LATER,APPROVED,SUCCESS,543.45,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000094,790.24,insufficient_funds,59.49,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000095,740.92,issuer_declined,24.73,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000096,253.78,authentication_failed,55.83,RETRY_LATER,APPROVED,SUCCESS,253.78,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000097,1474.57,bank_timeout,84.12,RETRY,APPROVED,SUCCESS,1474.57,High recovery probability and transaction is within the automatic retry amount limit.
TX000098,1423.76,issuer_declined,33.54,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000099,1102.26,network_error,63.26,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000100,867.32,network_error,59.48,RETRY_LATER,APPROVED,SUCCESS,867.32,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000101,266.3,network_error,74.4,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000102,720.07,expired_card,51.05,UPDATE_PAYMENT_METHOD,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000103,778.43,expired_card,56.91,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000104,491.63,insufficient_funds,45.94,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000105,933.29,authentication_failed,25.28,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000106,1642.63,insufficient_funds,23.54,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000107,7231.39,expired_card,44.37,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000108,1305.81,insufficient_funds,47.35,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000109,1418.78,issuer_declined,43.15,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000110,1017.96,bank_timeout,63.8,RETRY_LATER,APPROVED,SUCCESS,1017.96,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000111,160.97,suspicious_transaction,8.06,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000112,1067.94,insufficient_funds,64.51,RETRY_LATER,APPROVED,SUCCESS,1067.94,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000113,1164.71,network_error,56.83,RETRY_LATER,APPROVED,SUCCESS,1164.71,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000114,12877.57,network_error,70.63,RETRY_LATER,APPROVED,FAILED,0.0,"Recovery probability is high, but the transaction amount exceeds the automatic retry limit."
TX000115,904.73,issuer_declined,51.79,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000116,1482.59,insufficient_funds,41.25,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000117,1059.22,suspicious_transaction,8.12,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000118,340.81,issuer_declined,35.88,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000119,3438.61,expired_card,57.93,UPDATE_PAYMENT_METHOD,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000120,2326.06,bank_timeout,83.59,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000121,2418.81,insufficient_funds,54.88,RETRY_LATER,APPROVED,SUCCESS,2418.81,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000122,441.69,network_error,75.85,RETRY,APPROVED,SUCCESS,441.69,High recovery probability and transaction is within the automatic retry amount limit.
TX000123,4459.51,bank_timeout,85.95,RETRY,APPROVED,SUCCESS,4459.51,High recovery probability and transaction is within the automatic retry amount limit.
TX000124,269.93,bank_timeout,75.27,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000125,1972.11,issuer_declined,48.52,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000126,9803.12,insufficient_funds,59.61,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000127,407.26,bank_timeout,31.05,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000128,622.47,network_error,79.22,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000129,1211.54,bank_timeout,88.33,RETRY,APPROVED,SUCCESS,1211.54,High recovery probability and transaction is within the automatic retry amount limit.
TX000130,662.83,network_error,34.22,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000131,232.6,insufficient_funds,46.89,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000132,1174.46,bank_timeout,72.47,RETRY,APPROVED,SUCCESS,1174.46,High recovery probability and transaction is within the automatic retry amount limit.
TX000133,379.06,authentication_failed,65.8,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000134,1760.92,insufficient_funds,62.88,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000135,437.28,issuer_declined,30.55,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000136,5166.42,network_error,51.18,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000137,501.07,bank_timeout,66.91,RETRY_LATER,APPROVED,SUCCESS,501.07,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000138,794.68,insufficient_funds,58.72,RETRY_LATER,APPROVED,SUCCESS,794.68,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000139,2473.82,issuer_declined,26.96,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000140,320.26,authentication_failed,18.25,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000141,1376.72,network_error,46.59,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000142,4052.72,suspicious_transaction,9.51,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000143,219.76,bank_timeout,80.1,RETRY,APPROVED,SUCCESS,219.76,High recovery probability and transaction is within the automatic retry amount limit.
TX000144,1319.01,insufficient_funds,41.97,RETRY_LATER,APPROVED,SUCCESS,1319.01,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000145,1422.09,insufficient_funds,55.19,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000146,2396.64,bank_timeout,82.37,RETRY,APPROVED,SUCCESS,2396.64,High recovery probability and transaction is within the automatic retry amount limit.
TX000147,318.32,bank_timeout,68.11,RETRY_LATER,APPROVED,SUCCESS,318.32,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000148,292.82,bank_timeout,54.61,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000149,1848.15,bank_timeout,78.05,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000150,1475.84,network_error,72.1,RETRY,APPROVED,SUCCESS,1475.84,High recovery probability and transaction is within the automatic retry amount limit.
TX000151,1408.8,issuer_declined,52.29,RETRY_LATER,APPROVED,SUCCESS,1408.8,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000152,1550.68,authentication_failed,14.2,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000153,555.56,bank_timeout,76.49,RETRY,APPROVED,SUCCESS,555.56,High recovery probability and transaction is within the automatic retry amount limit.
TX000154,1383.34,issuer_declined,26.42,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000155,1470.08,issuer_declined,29.92,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000156,536.81,insufficient_funds,59.52,RETRY_LATER,APPROVED,SUCCESS,536.81,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000157,7085.28,issuer_declined,33.53,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000158,1761.34,issuer_declined,20.93,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000159,333.18,network_error,64.92,RETRY_LATER,APPROVED,SUCCESS,333.18,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000160,2114.46,insufficient_funds,49.46,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000161,413.77,issuer_declined,57.7,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000162,2409.28,bank_timeout,71.3,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000163,3493.28,network_error,59.99,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000164,482.66,bank_timeout,79.75,RETRY,APPROVED,SUCCESS,482.66,High recovery probability and transaction is within the automatic retry amount limit.
TX000165,2873.76,authentication_failed,33.08,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000166,1657.03,suspicious_transaction,4.96,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000167,2495.04,bank_timeout,64.03,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000168,7308.5,issuer_declined,9.34,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000169,858.01,insufficient_funds,58.4,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000170,516.08,bank_timeout,79.24,RETRY,APPROVED,SUCCESS,516.08,High recovery probability and transaction is within the automatic retry amount limit.
TX000171,450.56,expired_card,54.94,UPDATE_PAYMENT_METHOD,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000172,485.02,bank_timeout,76.16,RETRY,APPROVED,SUCCESS,485.02,High recovery probability and transaction is within the automatic retry amount limit.
TX000173,1015.26,bank_timeout,87.31,RETRY,APPROVED,SUCCESS,1015.26,High recovery probability and transaction is within the automatic retry amount limit.
TX000174,1542.49,suspicious_transaction,2.25,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000175,1446.19,suspicious_transaction,6.81,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000176,2507.86,issuer_declined,56.43,RETRY_LATER,APPROVED,SUCCESS,2507.86,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000177,1110.98,authentication_failed,14.72,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000178,4691.62,issuer_declined,27.8,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000179,841.63,insufficient_funds,63.78,RETRY_LATER,APPROVED,SUCCESS,841.63,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000180,16650.06,network_error,73.07,RETRY_LATER,APPROVED,SUCCESS,16650.06,"Recovery probability is high, but the transaction amount exceeds the automatic retry limit."
TX000181,2050.15,insufficient_funds,47.81,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000182,465.37,suspicious_transaction,3.78,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000183,375.82,network_error,81.32,RETRY,APPROVED,SUCCESS,375.82,High recovery probability and transaction is within the automatic retry amount limit.
TX000184,1776.63,suspicious_transaction,17.22,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000185,877.03,authentication_failed,27.01,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000186,2239.48,issuer_declined,38.02,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000187,1760.3,bank_timeout,75.01,RETRY,APPROVED,SUCCESS,1760.3,High recovery probability and transaction is within the automatic retry amount limit.
TX000188,1019.61,issuer_declined,6.59,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000189,470.22,issuer_declined,57.57,RETRY_LATER,APPROVED,SUCCESS,470.22,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000190,241.09,expired_card,56.4,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000191,701.69,issuer_declined,46.02,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000192,2582.2,expired_card,44.02,UPDATE_PAYMENT_METHOD,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000193,1358.44,network_error,41.81,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000194,315.53,suspicious_transaction,3.69,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000195,1303.99,suspicious_transaction,5.6,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000196,1612.14,expired_card,58.67,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000197,453.11,insufficient_funds,63.54,RETRY_LATER,APPROVED,SUCCESS,453.11,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000198,1278.86,network_error,29.39,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000199,1162.36,insufficient_funds,56.98,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000200,349.68,insufficient_funds,36.2,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
